source_id	subjects_num	sessions_num	sessions_min	sessions_max	bold_num	t1w_num	t2w_num	bold_size	t1w_size	bold_size_max	bold_duration_total	bold_duration_mean	bold_voxels_total	bold_voxels_mean	datatypes
ds006131	12	18	1	2	720	36	22	507769794516	491439360	705235825	n/a	n/a	n/a	n/a	anat,dwi,fmap,func,perf
